municipality,population
Haultain,0
Haultain,0
Haute-Aboujagane,974
Havelock,0
Havelock,0
Havelock,0
Havendale,0
Havenside,0
Havergal,0
Havilah,0
Havilland,0
Havre-Aubert,0
Havre-aux-Maisons,0
Havre-Bayfield,0
Havre Boucher,0
Havre-Saint-Pierre,3460
Hawarden,0
Hawker,0
Hawkes,0
Hawke's Bay,0
Hawkesbury,10263
Hawkestone Beach,0
Hawkesville,0
Hawkins Corners,0
Hawk Junction,0
Hawk Lake,0
Hawkshaw,0
Hawley,0
Hawthorne,0
Hawthorne Meadows,0
Hawtrey,0
Hay,0
Hayburn,0
Hay Camp,0
Hay Cove,0
Hayes Corners,0
Hayes Corners,0
Hayesland,0
Hay Lakes,0
Hayman Hill,0
Hay River,3528
Hays,0
Hays River,0
Hayter,0
Haywood,0
Hazelbrook,0
Hazel Cliffe,0
Hazeldale,0
Hazeldean,0
Hazel Glen,0
Hazel Hill,0
Hazell,0
Hazelmere,0
Hazelton,257
Hazenmore,0
Hazlet,0
Hazzards Corners,0
Headford,0
Headingley,3215
Head Lake,0
Head of Chezzetcook,0
Head of Jeddore,0
Head of Loch Lomond,0
Head of Millstream,0
Head of St. Margarets Bay,0
Head of Wallace Bay,0
Healey Falls,0
Hearne,0
Hearst,4746
Heart's Content,0
Heart's Delight-Islington,0
Heart's Desire,0
Hearts Desire,0
Hearts Hill,0
Heaslip,0
Heathbell,0
Heather Beach,0
Heatherton,0
Heathland,0
Heathton,0
Hebbs Cross,0
Hebbville,0
Hebron,0
Hebron,0
Hebron,0
Hecate,0
Heckmans Island,0
Heckston,0
Hectanooga,0
Hedgeville,0
Hedley,261
Heffley Creek,594
Heinsburg,0
Heisler,0
Hekkla,0
Helen Mine,0
Helston,0
Hemford,0
Hemlo,0
Hemlock,0
Hemlock Corners,0
Hemlock Downs,0
Hemmingford,808
Hemmings Falls,0
Henderson Place,0
Henderson Settlement,0
Henfryn,0
Henley,0
Henribourg,0
Henrysburg,0
Henrys Corner,0
Henryville,0
Hensall,0
Hepburn,0
Hepworth,0
Herbert,0
Herbert Corners,0
Herb Lake,0
Herdman,0
Hereford,0
Hereford Hill,0
Hereward,0
Heriot Bay,0
Heritage Park,0
Heritage Park,0
Hermans Island,0
Hermitage,0
Hermon,0
Heron Bay,0
Heron Gate,0
Heron Park,0
Herring Cove,0
Herringville,0
Herrons Corners,0
Herrons Mills,0
Herschel,0
Herschel,0
Hersonville,0
Hervey-Jonction,0
Hespeler,0
Hesson,0
Heward,0
Heyworth,0
Hiawatha,0
Hiawatha Park,0
Hibbard,0
Hibernia,0
Hickey Settlement,0
Hickory Beach,0
Hickory Beach,0
Hickory Corner,0
Hickson,0
Hicksville,0
Hidden Valley,0
Higginsville,0
Highbury,0
High Falls,0
High Falls,0
Highfield,0
Highfield,0
High Forest,0
Highgate,0
High Gate Park,0
High Head,0
Highland,0
Highland Beach,0
Highland Grove,0
Highland Park,0
Highland Park,0
Highland Park Survey,0
Highland Point,0
Highland Village,0
High Level,3159
High Park,0
High Park,0
High Prairie,2878
High River,9826
Highrock,0
Highview Survey,0
Highwater,0
Highway,0
Hildegarde,0
Hilden,0
Hillcrest,0
Hillcrest,0
Hillcrest,0
Hillcrest,0
Hill Crest,0
Hillcrest Gardens,0
Hillendale,0
Hillgrove,0
Hillgrove,0
Hill Head,0
Hillhead Corners,0
Hillhurst,0
Hillhurst,0
Hilliard,0
Hilliardton,0
Hilliers,0
Hillmond,0
Hills,0
Hillsboro,0
Hillsborough,0
Hillsborough Beach,0
Hillsburgh,0
Hillsburn,0
Hillsdale,0
Hillsdale,0
Hillsdale Road,0
Hills Green,0
Hillside,0
Hillside,0
Hillside,0
Hillside,0
Hillside Boularderie,0
Hill's Lake,0
Hillsport,0
Hill Spring,0
Hillsvale,0
Hilltown,0
Hillview,0
Hilly Grove,0
Hilton,0
Hilton Beach,0
Hinch,0
Hinchinbrooke,0
Hinchliffe,0
Hindon,0
Hindon Hill,0
Hines Creek,0
Hinton,9889
Hintonburg,0
Hirsch,0
Hitchcock,0
Hixon,202
Hixon,0
Hoadley,0
Hoards,0
Hoasic,0
Hoath Head,0
Maskwacis,0
Hockley,0
Hodgeville,0
Hodgins,0
Hodgson,0
Hodson,0
Hoffman,0
Hogg,0
Hogg's Hollow,0
Holberg,0
Holbrook,0
Holden,0
Holderville,0
Holdfast,0
Holford,0
Holiday Harbour,0
Holiday Park,0
Holland,0
Holland,0
Holland Mills,0
Holleford,0
Holliston,0
Holly,0
Hollyburn,0
Ulukhaktok,396
Holmedale,0
Holmesville,0
Holmfield,0
Holt,0
Holton Heights,0
Holyrood,0
Homer,0
Honeydale,0
Honeygables,0
Honey Harbour,0
Honeymoon Bay,0
Honey's Beach,0
Honeywell Corners,0
Honeywood,0
Honora,0
Hood,0
Hoosier,0
Hope,0
Hope,4434
Hope Bay,0
Hopefield,0
Hopeness,0
Hopetown,0
Hopeville,0
Hopewell,0
Hopewell Cape,0
Hopewell Hill,0
Hopkins Corners,0
Hopkins Court,0
Hopkins Survey,0
Horizon,0
Hornbeck,0
Hornby,0
Hornby Island,1100
Hornby Station,0
Hornell Heights,0
Hornepayne,1050
Horne Settlement,0
Hornes Road,0
Horning's Mills,0
Horsefly,0
Horse Islands,0
Horseshoe Bay,0
Horseshoe Bay,0
Horseshoe Lake,0
Horseshoe Valley,0
Horsham,0
Hortonville,0
Hosmer,0
Hospital Hill,0
Hotham,0
Hough Lake,0
Houghton Centre,0
Houston,2993
Howard,0
Howes Corners,0
Howick,0
Howie Centre,0
Howland,0
Howley,0
Hoyle,0
Hoyt,0
Hub,0
Hubbard,0
Hubbards,0
Hubbards Point,0
Hubbs,0
Huberdeau,863
Hubley,0
Hubley Mill Lake Road,0
Hubrey,0
Huckabones Corners,0
Huckson Corners,0
Hudson,5088
Hudson,0
Hudson,0
Hudson Acres,0
Hudson Bay,1504
Hudson Bay Park,0
Hudson Heights,0
Hudson's Hope,0
Hudson's Hope,841
Huffman Corners,0
Huff's Corners,0
Huffs Corners,0
Hugel,0
Hughenden,0
Hughes,0
Hughes Brook,0
Hughton,0
Hull,0
Hull,0
Humber,0
Humber Arm South,0
Humber Bay,0
Humber Grove,0
Humberlea,0
Humber Park,0
Humberstone,0
Humber Valley Village,0
Humboldt,4822
Hume,0
Humphrey,0
Humphrey,0
Humphrey Corner,0
Humphreys Mills,0
Hungerford,0
Hungry Bay,0
Hunta,0
Hunt Club,0
Hunt Club Park,0
Hunter Mills,0
Hunter River,0
Hunters Mountain,0
Hunterstown,0
Huntingdon,2865
Huntingdon,0
Huntingford,0
Huntington,0
Huntingville,0
Huntley,0
Huntoon,0
Hunts Point,0
Huntsville,19816
Hupel,0
Hurds Lake,0
Hurdville,0
Hureauville,0
Hurkett,0
Hurlett,0
Hurondale,0
Huron East,9264
Huron Heights,0
Huronian,0
Huron Ridge,0
Huscroft,0
Hussar,164
Hutchisons Corners,0
Hutton,0
Hutton Heights,0
Hyas,0
Hyatt's Mills,0
Hybla,0
Hyde Park,0
Hydrostone,0
Hymers,0
Hyndford,0
Hyndman,0
Hythe,854
Ice Lake,0
Ida,0
Ida Hill,0
Ignace,1206
Île-à-la-Crosse,0
Ile des Chênes,1546
Ilford,43
Ilfracombe,0
Imperial,0
Imperial Mills,0
Imperoyal,0
Inchkeith,0
Inch Park,0
Indian Bay,0
Indian Bay (Parsons Point),0
Indian Brook,0
Indian Cabins,0
Indian Harbour,0
Indian Harbour Lake,0
Indian Head,1642
Indian Mountain,0
Indian Path,0
Indian Point,0
Indian Point,0
Indian Pond,0
Indian River,0
Indiantown,0
Indus,0
Ingalls Head,0
Ingersoll,13693
Ingle,0
Ingleside,0
Ingleside,0
Ingleside Heights,0
Inglewood,0
Inglewood,0
Inglewood,0
Inglis,0
Inglis Falls,0
Inglisville,0
Ingoldsby,0
Ingolf,0
Ingomar,0
Ingonish,2673
Ingonish Beach,0
Ingonish Centre,0
Ingonish Ferry,0
Ingramport,0
Inholmes,0
Inkaneep,0
Inlet,0
Inlet Baddeck,0
Innes Park,0
Innisfail,7672
Innisfil,43326
Innisfil Heights,0
Innisfil Park,0
Innisfree,0
Insinger,0
Instow,0
Intervale,0
Intola,0
Inukjuak,1821
Inuvik,3243
Invererie Heights,0
Inverhaugh,0
Invermay,273
Invermere,3391
Inverness,1228
Inverness Lodge,0
Inverside,0
Inwood,0
Ioco,0
Iona,0
Iona,0
Iona Station,0
Ipperwash Beach,0
Irish Cove,0
Irish Lake,0
Irish Settlement,0
Irishtown,0
Irishtown Road,0
Irishtown-Summerside,0
Irish Vale,0
Irlande,0
Irma,0
Iron Bound Cove,0
Irondale,0
Iron Hill,0
Iron Mines,0
Iron Rock,0
Ironsides,0
Ironville,0
Iroquois,0
Iroquois Falls,4232
Irricana,1216
Isaacs Glen,0
Isaacs Harbour,0
Isaacs Harbour North,0
Isham,0
Iskut,0
Island Brook,0
Island Cache,0
Island East River,0
Island Falls,0
Island Falls,0
Island Lake,0
Island Lake,0
Island Lake,0
Island Lake South,0
Island View,0
Island View,0
Island View,0
Island View Heights,0
Islay,0
Isle aux Morts,0
Italy Cross,0
Itaska Beach,0
Ituna,0
Ivan,0
Ivanhoe,0
Ivujivik,414
Ivy,0
Jackhead,0
Jack Lake,0
Jack Lake,0
Jackpine,0
Jackson,0
Jackson Bay,0
Jacksonburg,0
Jackson Heights,0
Jackson's Arm,0
Jackson's Point,0
Jacksonville,0
Jacola,0
Jaffa,0
Jaffray,554
Jailletville,0
James River,0
Jamestown,0
Jamestown,0
Jamesville,0
Jamesville,0
Jamot,0
Janetville,0
Jans Bay,0
Jansen,0
Janvrin Harbour,0
Jardin-du-Lac,0
Jardineville,0
Jardin-Marina,0
Jardins-Mackenzie-King,0
Jarnac,0
Jarratt,0
Jarvie,0
Jarvis,1037
Jarvis Bay,0
Jarvis River,0
Jeannettes Creek,0
Jedburgh,0
Jeddore Oyster Ponds,0
Jedway,0
Jefferson,0
Jeffries Corner,0
Jellicoe,0
Jelly,0
Jellyby,0
Jemseg,0
Jericho,0
Jermyn,0
Jerome,0
Jersey,0
Jersey Cove,0
Jerseyville,0
Jessopville,0
Jessups Falls,0
Jeune Landing,0
Jevins,0
Jewellville,0
Jewetts Mills,0
Jim Lake,0
Jobrin,0
Jocko,0
Jockvale,0
Joe Batt's Arm-Barr'd Islands-Shoal Bay,0
Joes Lake,0
Joggin Bridge,0
Joggins,0
Jogues,0
Johnson,0
Johnson Croft,0
Johnson Heights,0
Johnsons Crossing,0
Johnson Settlement,0
Johnson Settlement,0
Johnsons Landing,0
Johnsons Landing,0
Johnson's Mills,0
Johnston Corners,0
Johnston Point Road,0
Johnstown,0
Johnstown,0
Johnville,0
Jolibourg,0
Jolicure,0
Joliette,34772
Joliffs Brook,0
Jollimore,0
Jones,0
Jones Falls,0
Jones Forks,0
Jordan,0
Jordan Bay,0
Jordan Falls,0
Jordan Ferry,0
Jordan Harbour,0
Jordan Hill,0
Jordan Mountain,0
Jordan Station,0
Jordantown,0
Jordanville,0
Josephburg,0
Josephine,0
Josephsburg,0
Joussard,0
Joussard,0
Joyceville,0
Joynt,0
Juddhaven,0
Judge,0
Judgeville,0
Jules,0
Jumbo Gardens,0
Junetown,0
Juniper Mountain,0
Jura,0
Juskatla,0
Justasons Corner,0
Juvenile Settlement,0
Kabaigon,0
Kaboni,0
Kagawong,0
Kahntah,0
Kahshe Lake,0
Kahwin,0
Kakawis,0
Kakisa,36
Kaladar,0
Kaministiquia,0
Kamiskotia,0
Kamloops,104460
Kamsack,1898
Kanata,90000
Kaneville,0
Kangiqsualujjuaq,0
Kangiqsujuaq,0
Kangirsuk,0
Kannata Valley,0
Kapasiwin,0
Kapuskasing,8292
Karalash Corners,0
Kars,0
Karsdale,0
Kashabowie,0
Kaslo,1049
Kasshabog Lake,0
Katepwa Beach,0
Katepwa South,0
Katevale,0
Kathleen,0
Katrine,0
Kavanagh,0
Kawartha Heights,0
Kawartha Hideaway,0
Kawartha Park,0
Kawawachikamach,0
Kawene,0
Kay Settlement,0
Kazabazua,847
Kazabazua Station,0
Keadon Park,0
Kearney,0
Kearney Lake,0
Kearns,0
Keating,0
Keatley,0
Keddys Corner,0
Keble,0
Keeler,0
Keelerville,0
Keelesdale,0
Keels,0
Keenan Siding,0
Keenansville,0
Keene,0
Keewatin,0
Kegaska,0
Keg River,0
Keirsteadville,0
Kejick Bay,0
Keldon,0
Kelfield,0
Keller Bridge,0
Kellers,0
Kelleys Cove,0
Kelligrews,0
Kelliher,0
Kelly Lake,0
Kelly-Newton,0
Kellys Corner,0
Kelowna,144576
Kelso,0
Kelso,0
Kelso,0
Kelstern,0
Keltic Lodge,0
Kelvin,0
Kelvin,0
Kelvington,941
Kemano,0
Kemnay,0
Kempark,0
Kempt,0
Kempt Head,0
Kemptown,0
Kempt Shore,0
Kemptville,0
Kemptville,500
Kenaston,0
Kendal,0
Kendry,0
Kenhill Beach,0
Kennaway,0
Kennedy,0
Kennedy Acres,0
Kennetcook,0
Kennicott,0
Kennyville,0
Kenogami Lake,0
Keno Hill,0
Kenora,15096
Kenosee Lake,0
Kenosee Park,0
Kenrei Park,0
Kensal Park,0
Kensington,1619
Kensington,0
Kensington,0
Kenson Park,0
Kenstone Beach,0
Kent,0
Kent Bridge,0
Kent Centre,0
Kent Gardens,0
Kent Junction,0
Kent Lake,0
Kentvale,0
Kentville,12636
Kenwell,0
Kenzieville,0
Kepler,0
Keremeos,1791
Kerns,0
Kerr Lake,0
Kerr Line,0
Kerrobert,1061
Kerrs Mill Road,0
Kerrs Ridge,0
Kertch,0
Keswick,0
Keswick Beach,0
Keswick Ridge,1652
Ketchen,0
Ketch Harbour,0
Ketepec,0
Kettleby,0
Kettle Valley,0
Keward,0
Kewstoke,0
Keyano,0
Key Harbour,0
Key Junction,0
Key River,0
Keyser,0
Keyson,0
Keystone Camps,0
Keystown,0
Khartum,0
Khedive,15
Khiva,0
Kiamika,0
Kiamika,0
Kierstead Mountain,0
Kikino,0
Kilbride,0
Kilburn Mills,0
Kilcoo Camp,0
Kildonan,0
Kilgard,0
Kilgorie,0
Killaloe,0
Killaly,0
Killam,1056
Killams Mills,0
Killarney,0
Killarney,0
Killarney,2362
Killarney Beach,0
Killarney Road,0
Killbear Park,0
Killiney Beach,0
Kilmanagh,0
Kilmar,0
Kilmarnock,0
Kilmartin,0
Kilmaurs,0
Kilroy Crescent,0
Kilwinning,0
Kilworth,0
Kilworthy,0
Kimball,0
Kimberley,7425
Kimberley Park,0
Kimbo,0
Kinburn,0
Kinburn,0
Kincaid,0
Kindersley,4249
King,6970
Kingarf,0
King City,8396
King Creek,0
Kingfisher Lake,0
Kinghorn,0
Kinghurst,0
King Kirkland,0
Kinglake,0
Kingman,0
King Pitt,0
Kingross,0
Kingsbridge,0
Kingsburg,0
Kingsbury,0
Kingsclear,0
Kingscote,0
Kingscourt,0
King's Cove,0
Kingscroft,0
Kingscross Estates,0
Kingsey Falls,1480
Kingsey Station,0
Kingsford,0
King's Forest,0
Kings Head,0
Kingsley,0
Kingsmill,0
Kings Mines,0
King's Point,0
Kingsport,0
Kings Rest,0
Kingston,0
Kingston,0
Kingston,0
Kingston,132485
Kingston Corner,0
Kingston Mills,0
Kingsview Park,0
Kingsville,0
Kingsville,0
Kingsville,22119
Kingsway Park,0
Kings Wharf,0
Kingswood,0
Kingwood,0
Kinistino,0
Kinkora,0
Kinkora,0
Kinley,0
Kinmount,0
Kinnaird,0
Kinnear Settlement,0
Kinoosao,0
Kinsac,0
Kinsale,0
Kinsella,0
Kintail,0
Kintore,0
Kintyre,0
Kinuso,0
Kiosk,0
Kipawa,0
Kipling,0
Kipling,969
Kipling Heights,0
Kippen,0
Kippens,0
Kirby,0
Kirby's Corner,0
Kirk,0
Kirkdale,0
Kirke,0
Kirkella,0
Kirkhill,0
Kirkland,0
Kirkland,20491
Kirkland Lake,7775
Kirkmount,0
Kirk's Ferry,0
Kirkton,0
Kirkwall,0
Kirkwood,0
Kisbey,0
Kispiox,0
Kitamaat Village,0
Kitchener,0
Kitigan,0
Kitimat,8987
Kitkatla,0
Kitsault,0
Kitscoty,0
Kitseguecla,0
Kitsumkalum,0
Kitwanga,480
Kivikoski,0
Kivimaa-Moonlight Bay,0
Kleecoot,0
Kleefeld,0
Kleena Kleene,0
Kleinburg Station,0
Klemtu,0
Klie's Beach,0
Klock,0
Klondike Settlement,0
Klondyke,0
Klueys Bay,0
Klukeville,0
Knightville,0
Knowlton,0
Knowlton Landing,0
Knoydart,0
Knudsens Corner,0
Knutsford,0
Kohler,0
Kokish,0
Koksilah,0
Kolapore,0
Kolbec,0
Kootenay Bay,0
Kootenay Landing,0
Korah,0
Kormak,0
Kouchibouguac,0
Kowkash,0
Kramer Subdivision,0
Krestova,0
Krugerdorf,0
Krydor,0
Kuhryville,0
Kukatush,0
Kuldo,0
Kunda Park,0
Kurtzville,0
Kuskonook,0
Kuujjuaq,2668
Kuujjuarapik,686
Kyle,0
Kynoch,0
Kytes Hill,0
Kyuquot,0
La Baie,0
Labelle,1239
Laberge,0
La Berge,0
La Bostonnais,0
Labrador City,7220
Labrecque,1328
Labrieville,718
La Broquerie,0
La Broquerie,1073
Lacadena,0
L'Acadie,0
Lac-Alouette,4473
Lac-aux-Brochets,0
Lac-aux-Ours,0
Lac-Bachelor,0
Lac-Baribeau,0
Lac-Beaudry,0
Lac-Beaven,0
Lac-Bertrand,0
Lac-Bitobig,0
Lac-Blanc,0
Lac-Blanc,0
Lac-Boissonneault,0
Lac-Bouchette,0
Lac-Bouchette,0
Lac-Breton,0
Lac-Brien,0
Lac-Brome,5629
Lac-Brompton-Sud,0
Lac-Cameron,0
Lac-Campion,0
Lac-Caribou,0
Lac-Caribou,0
Lac-Caroline,0
Lac-Carroll,0
Lac-Castagnier,0
Lac-Castor,0
Lac-Caugnawana,0
Lac-Cayamant,0
Lac-Chanoine,0
Lac-Chantal,0
Lac-Chapleau,0
Lac-Charlebois,0
Lac-Charlebois,0
Lac-Chat,0
Lac-Chaud,0
Lac-Chevreuils,0
Lac-Clair,0
Lac-Clair,0
Lac-Clef,0
Lac-Cloutier-Nord,0
Lac-Connelly,1212
Lac-Corbeau,0
Lac-Cornu,0
Lac-Cristal,0
Lac-Daigle,0
Lac-Danford,0
Lac-David,0
Lac-David,0
Lac-Deligny,0
Lac-de-l'Orignal,0
Lac-des-Aulnes,0
Lac-des-Becs-Scie,0
Lac-des-Chats,0
Lac-des-Commissaires,0
Lac-des-Loups,0
Lac-Desmarais,0
Lac-des-Perdrix,0
Lac-des-Piles,0
Lac-des-Pins,0
Lac-des-Plages,0
Lac-des-Seize-Îles,0
Lac-des-Sources,0
Lac-Diane,0
Lac-Drolet,0
Lac du Bonnet,1089
Lac-du-Brochet,0
Lac-du-Camp,0
Lac-du-Cerf,0
Lac-Duffy,0
Lac-Dufresne,0
Lac-du-Marcheur,0
Lac-du-Milieu,0
Lac-du-Pin-Rouge,0
Lac-Édouard,0
Lac-Elgin,0
Lac-en-Coeur,0
Lacey Green,0
Lac-Filion,0
Lac-Fortune,0
Lac-Fournelle,0
Lac-Gareau,0
Lac-Gatineau,0
Lac-Gauthier,0
Lac-Gauvin,0
Lac-Gervais,0
Lac-Grosleau,0
La Chapelle,0
Lac-Huguette,0
Lachute,9562
Lac-Johanne,0
Lac-Jolicoeur,0
Lac-Kataway,0
Lac-Keatley,0
Lac-Labelle,0
Lac La Biche,2314
Lac La Biche Mission,0
Lac-Labrie,0
Lac la Croix,0
Lac-Lafontaine,0
Lac-Lajoie,0
Lac-La Motte,0
Lac-Lamoureux,0
Lac-Laniel,0
Lac-Lapierre,2480
Lac-Laplaine,0
Lac-Lasalle,0
Lac-Laurel,0
Lac-Long,0
Lac-Long-Nord,0
Lac-Long-Sud,0
Lac-Louisa,0
Lac-MacDonald,0
Lac-Maggie,0
Lac-Manitou-Sud,0
Lac-Marsan,0
Lac-Masketsi,0
Lac-McGregor,0
Lac-Mégantic,5747
Lac-Miroir,0
Lac-Mondor,0
Lac-Moore,0
Lac-Morin,0
Lac-Notre-Dame,0
Lacolle,1528
La Colonie,0
Lacombe,13057
Lacombe Park,0
La Conception,1287
La Conception-Station,0
La Corne,0
La Corniche,0
Lacoste,0
Lac-Ouareau,0
Lac-Paradis,0
Lac-Pemichangan,0
Lac-Pilon,0
Lac-Pimbina,0
Lac-Pratte,0
Lac-Provost,0
Lac-Renaud,0
Lac-Robert,0
La Croche,0
Lac-Rocher,0
Lacroixville,0
Lac-Rossignol,0
Lac-Rouge-Nord,0
Lac-Saguay,0
Lac-Saint-Amour,0
Lac-Sainte-Anne,0
Lac-Sainte-Marie,0
Lac-Saint-Louis,0
Lac-Saint-Paul,0
Lac-Samson,0
Lac-Sarrazin,0
Lac-Serpent,0
Lac Seul,0
Lac-Siesta,0
Lac-Simon,1243
Lac-Simon,0
Lac-Spectacles,0
Lac-Stoke,0
Lac-Supérieur,0
Lac-Tire,0
Lac-Vert,0
Lac-Vert,0
Lac-Vert-Nord,0
Lac-Vert-Sud,0
Lac-Vingt-Sous,0
Lac-Wentworth,0
Ladd's Mills,0
Lady Bank,0
Lady Slipper,0
Ladysmith,0
Ladysmith,0
Ladysmith,8537
Lafleche,0
Laflèche,0
Laforce,0
Laforest,0
Laforge-1,0
Laforge-2,0
La Fourche,0
Laggan,0
Laggan,0
Lagoon City,0
La Grande-1,0
La Grande-Barbue,0
La Grosse-Roche,0
LaHave,0
Laird,0
Laird,265
Lajeunesse Bridge,0
Lajord,0
Lake,0
Lake Alma,0
Lake Annis,0
Lake Bernard,0
Lakeburn,0
Lake Centre,0
Lake Charles,0
Lake Charlotte,0
Lake Clear,0
Lake Cowichan,3226
Lake Dalrymple,0
Lake Doucette,0
Lake Echo,2515
Lake Erie Country Club,0
Lakefield,0
Lakefield,2753
Lake George,0
Lake George,0
Lake Hill,0
Lake Huron Highland,0
Lakehurst,0
Lake Killarney,0
Lakeland Acres,0
Lakeland Point,0
Lakelands,0
Lakelands,0
Lake La Rose,0
Lake Lenore,0
Lakelet,0
Lake Louise,1000
Lakelse Lake,0
Lake Major,0
Lake Midway,0
Lakenheath,0
Lake on the Mountain,0
Lake Opinicon,0
Lake Park,0
Lake Paul,0
Lake Pleasant,0
Lake Ramsay,0
Lakeridge,0
Lake River,0
Lakeroad,0
Lake Road,0
Lake Road,0
Lake Road,0
Lake Road,0
Lake Rosalind,0
Lakeshore,0
Lakeshore Village,0
Lakeside,0
Lakeside,0
Lakeside,0
Lakeside,0
Lakeside Beach,0
Lakeside Heights,0
Lake St. Peter,0
Laketon,0
Lakevale,0
Lake Valley,0
Lakeview,0
Lakeview,0
Lakeview,0
Lakeview,0
Lakeview,0
Lakeview,0
Lakeview,0
Lakeview,0
Lakeview,0
Lakeview,0
Lakeview Beach,0
Lakeview Estates,0
Lakeview Park,0
Lakeville,0
Lakeville Corner,0
Lake Wasaw,0
Lake William,0
Lakewood,0
Lakewood,0
Lakewood,0
Lakewood Heights,0
La Loche,0
L'Amable,0
La Macaza,0
La Magdeleine,0
Lamaline,0
Lamarche,0
La Martine,0
La Martre,0
Lambert,0
Lamberts Cove,0
Lambertville,0
Lambton,0
Lambton Shores,10631
La Minerve,1234
Lamlash,0
Lammermoor,0
Lamont,1774
La Montagne,0
La Montagne,0
La Morandière,0
La Motte,0
Lamoureux,0
Lampman,0
Lanark,0
Lanark,0
La Nation,0
La Nation,0
Lancaster,0
Lancelot,0
Lancer,0
Landerkin,0
L'An-Deux-Mille,0
Landing,0
Landis,0
Landmark,1292
Landreville,0
Landry,0
Lands End,0
Lanes,0
Lang,0
Langdale,2407
Langdon,0
L'Ange-Gardien,0
L'Ange-Gardien,0
Langenburg,1165
Langford,0
Langford,35342
Langham,1496
Langley,132603
Langman,0
Langruth,0
Langside,0
Languedoc,0
Laniel,0
Lanigan,1204
L'Annonciation,0
Lanoieville,0
Lanoraie,4447
Lansdowne,0
Lansdowne,0
L'Anse-au-Clair,0
L'Anse-au-Loup,0
L'Anse-aux-Canons,0
L'Anse-aux-Fraises,0
L'Anse-à-Valleau,0
L'Anse-du-Portage,0
Lantier,0
Lantz,2229
La Palestine,0
La Patrie,0
La Pêche,0
La Perdriole,0
La Petite-Barbue,0
La Petite-Minerve,0
Lapland,0
La Poile,87
La Pointe,0
Lappe,1436
La Prairie,0
La Prairie,23357
La Providence,0
L'Archeveque,0
Larchwood,0
Lardeau,387
Larder Lake,0
L'Ardoise,0
L'Ardoise West,0
La Reine,0
La Renouche,0
Largie,0
La Rivière,0
Lark Harbour,0
Larkhaven,0
Larkin,0
Larkins,0
Larkspur,0
Larochelle,0
Larocque,0
La Romaine,0
La Ronge,5671
Larouche,0
Larrimac,0
L'Arrondissement,0
Larrys River,0
Larson,0
LaRue Mills,0
La Salette,0
LaSalle,32721
La Salle,0
La Salle,0
LaSalle Park,0
La Sarre,7719
Lascelles,0
L'Ascension,0
L'Ascension,0
L'Ascension-de-Notre-Seigneur,1134
LaScie,970
La Seigneurie,0
La Seigneurie,0
Lashburn,0
Laskay,0
L'Assomption,15906
Lasswade,0
La Tabatière,0
Latchford,0
Latchford Bridge,0
Latimer,0
Latimer Lake,0
La Trappe,0
Latta,0
Latties Brook,0
Latulipe,0
Latulipe-et-Gaboury,0
La Tuque,11001
Lauder,0
Lauderbach,0
Laura,0
Laurel,0
Laurel,0
Laurel-Station,0
Laurence,0
Laurentian Belaire,0
Laurentian Hills,0
Laurentian Hills,0
Laurentian View,0
Laurentides,12710
Laurentien,0
Laurin,0
Lauriston,0
Laval,438366
Laval-des-Rapides,0
Laval-Nord,0
Laval-Ouest,0
Lavaltrie,8762
Lavant,0
Lavant Station,0
L'Avenir,0
Laverlochère,0
Lavington,800
La Visitation,0
La Visitation-de-l'Île-Dupas,0
La Visitation-de-Yamaska,0
Lavoie,0
Lavoie,0
Lavoy,0
Lawn,0
Lawrence Colony,0
Lawrence Heights,0
Lawrence Manor,0
Lawrence Park,0
Lawrence Park,0
Lawrence Station,0
Lawrence Station,0
Lawrencetown,0
Lawrencetown,0
Lawrenceville,0
Lawson,0
Lawson Heights,0
Laxgalts'ap,0
Lax Kw'alaams,0
Layton,0
Lazo,0
Leach Lake,0
Leacross,0
Leadbury,0
Leader,0
Leading Tickles,296
Leadville,0
Leaf Rapids,0
Leamington,0
Leamington,32991
Leanchoil,0
Learned Plain,0
Leaside,0
Leask,0
Leaskdale,0
Leavitt,0
Lebahdo,0
Lebanon,0
Le Baron,0
Lebel-sur-Quévillon,3289
Leblanc,1513
LeBlanc,0
LeBlancville,0
Lebret,0
Le Canton,17
Le Carrefour,0
Le Christ-Roi,0
Leckie Park,0
Leclair,0
Leclercville,0
Le Coin,0
Le Coin-chez-Brault,0
Le Coin-chez-Desranleau,0
Le Coin-des-Anglais,0
Le Cordon,0
Le Coteau,0
Ledgerwoods Corner,0
Le Domaine,0
Le Domaine,0
Leduc,15561
Leeburn,0
Leedale,0
Leeds,0
Lee's Corner,0
Lee Settlement,0
Leeville,0
Lefaives Corners,0
Le Faubourg,0
Lefebvre,925
Le Fort-Neuf,0
Le Frappe-Sacre,0
Lefroy,0
Legal,0
Leggatt,0
Legge,0
Lehighs Corners,0
Leiblin Park,0
Leipzig,0
Leitches Creek,0
Leitrim,0
Le Lac,0
Leland,0
Lemay,0
Lemberg,0
Lemieux,0
Lemieux,0
Leminster,0
Lemon Creek,0
Le Mont-Luc,0
Lemonville,0
Le Moulin,0
Le Moyne,0
Lempriere,0
Lemsford,0
Lennox,0
Lennox Passage,0
Lenore,0
Lens,0
Leo Creek,0
Leonard,0
Leonards Beach,0
Leonardville,0
Leoville,0
Lepage,0
Lepage,0
Le Petit-Canada,0
Le Petit-Poste,0
